,nodes,edges,pos
3016,3016,"[2053, 2104, 2392, 3464, 3592, 3533, 335, 2069, 2558, 3115, 3980, 4343, 4812]","[0.752684343888326, 0.5565055084558993]"
3017,3017,"[365, 1684, 2693, 4298, 1230, 1788, 1981, 2442, 2494, 3593, 3876, 4017, 4892]","[0.24632458613161556, 0.0633281998654519]"
3018,3018,"[1819, 2458, 2655, 313, 926, 1055, 2203]","[0.41463274894344804, 0.5530462003721281]"
3019,3019,"[902, 1963, 2377, 4439, 4407, 1966, 2065, 2232, 2344, 2550, 2647, 3677, 4719]","[0.09632954428766882, 0.36953155793306525]"
3020,3020,"[1388, 3343, 4647, 4440, 209, 1182, 2349, 2430, 3142, 4527]","[0.7282300768012863, 0.3148183261976678]"
3021,3021,"[267, 637, 1686, 2324, 4963, 4924, 3957, 3484, 3800, 51, 1229, 2368, 3669, 4349]","[0.9724029022868289, 0.18210012108312423]"
3022,3022,"[533, 1637, 1711, 4352, 340, 1005, 3781, 4171, 4425, 4449, 4990]","[0.723962586540201, 0.4185548847597481]"
3023,3023,"[141, 223, 1361, 1466, 1775, 1825, 2495, 4205, 4843, 3560, 4334, 4066, 3292, 4337, 331, 377, 1058, 1335, 1590, 2224, 2781, 3320, 3528, 3732, 4229, 4295, 4570]","[0.26260317664052546, 0.9042030016193795]"
3024,3024,"[373, 900, 2076, 2548, 2840, 3749, 4641, 4003, 3478, 3940, 3089, 3618, 4364, 4798, 12, 368, 498, 595, 919, 1258, 1362, 1911, 2188, 2300, 3172, 3598, 4304]","[0.55368609485276, 0.821842459694986]"
3025,3025,"[59, 254, 1350, 1390, 1498, 1503, 730, 1021, 1159, 2190, 2484, 4279, 4662]","[0.9125596159144436, 0.030775258627242397]"
3026,3026,"[966, 2597, 3850, 4474, 274, 2153, 4884]","[0.04556204097606542, 0.7784033398971674]"
3027,3027,"[470, 690, 717, 1384, 1528, 1762, 4507, 4050, 2226, 2345, 2899, 3925, 4873, 4996]","[0.3903130006291331, 0.3246063276975708]"
3028,3028,"[130, 583, 733, 982, 1883, 4348, 3467, 4942, 818, 2668, 3128, 3263, 4893]","[0.9523577838173427, 0.9691203088716666]"
3029,3029,"[453, 1179, 1707, 2978, 4280, 3503, 3582, 299, 1118, 1392, 3678, 4289, 4307]","[0.676913373081541, 0.27393088842818236]"
3030,3030,"[94, 767, 1793, 2250, 2585, 4063, 4900, 3806, 216, 367, 452, 2105, 3186, 3301, 3736, 3818, 3899, 4295, 4528, 4956]","[0.31977352748282095, 0.8925363553789107]"
3031,3031,"[188, 1756, 2117, 3480, 30, 530, 4609]","[0.741039659934779, 0.7256941770782147]"
3032,3032,"[962, 1435, 1577, 2375, 4663, 4247, 3688, 1254, 2610, 3074]","[0.7681501261616833, 0.8634549857600732]"
3033,3033,"[1566, 1869, 2129, 2519, 2520, 3768, 3253, 996, 1412, 1417, 1865, 2578, 2992, 3469, 4262, 4312]","[0.15363054051572567, 0.9537046420622953]"
3034,3034,"[979, 1075, 3047, 229, 1257, 4932]","[0.3747236283033112, 0.7987475126341896]"
3035,3035,"[279, 771, 908, 963, 1202, 1203, 1517, 1913, 2757, 2849, 4618, 3137, 126, 191, 295, 1120, 1343, 1395, 1602, 2126, 2330, 2431, 2644, 2734, 3766, 4978]","[0.37965616235599564, 0.09224927695092566]"
3036,3036,"[836, 956, 1650, 2490, 2540, 2613, 2725, 3173, 1758, 2229]","[0.517801305662717, 0.5068330108120409]"
3037,3037,"[447, 472, 612, 754, 793, 1685, 1937, 2081, 2319, 2464, 2598, 4559, 3119, 454, 993, 1973, 2879, 3972, 4323, 4447]","[0.4979659878574454, 0.7439536161980539]"
3038,3038,"[251, 1461, 1516, 1587, 1705, 2522, 3601, 4553, 193, 1680, 1955, 1978, 3436, 3755, 3782, 4199, 4810]","[0.5348676449176167, 0.2419421451840985]"
3039,3039,[458],"[0.50992297690764, 0.4022109322832391]"
3040,3040,"[32, 550, 1615, 1976, 2664, 2967, 4808, 623, 1447, 1505, 2471, 2562, 2958, 3451, 3807, 3860, 4543, 4705, 4928]","[0.025826209337689643, 0.25093488504772155]"
3041,3041,"[4313, 3471, 1533, 2634, 2814, 3367]","[0.4443118297034624, 0.39868490658716593]"
3042,3042,"[791, 2059, 2497, 3581, 1175, 1396, 2823, 3754]","[0.7490978422818725, 0.7972785171890366]"
3043,3043,"[456, 1914, 2818, 2314, 2844, 2872, 4929]","[0.03419701981714329, 0.34212702331204337]"
3044,3044,"[62, 1042, 2795, 4735, 3799, 2047, 2373, 2486]","[0.0779716244360007, 0.992655259785445]"
3045,3045,"[59, 669, 730, 1771, 1781, 2190, 2945, 3256, 4491, 3360, 1159, 1313, 1324, 1503, 2825, 4036, 4204, 4332, 4949]","[0.9263112834385316, 0.056548967421596985]"
3046,3046,"[393, 2041, 2399, 3982, 4303, 4710, 3705, 4315, 1036, 2524, 3807, 3860, 4705, 4928]","[0.012924826299377079, 0.19696025328927835]"
3047,3047,"[229, 1075, 1257, 3034, 979, 3048, 3341, 4869]","[0.35490677211372446, 0.7989179107975384]"
3048,3048,"[615, 1257, 2179, 2327, 2941, 3341, 3796, 139, 229, 351, 1513, 3047, 3221, 3660, 3671, 4504, 4593, 4997]","[0.3350329411902798, 0.7907672223537507]"
3049,3049,"[1312, 1936, 2682, 2746, 3915, 333, 1097, 1313, 2026, 2738, 3360, 3757]","[0.958047736328949, 0.025262491615717253]"
3050,3050,"[1367, 1918, 2660, 3744, 3529, 4296, 4535, 4913, 4648, 3625, 4542, 199, 414, 756, 928, 2051, 2700, 2909, 2916, 3199, 3393, 3431, 3561, 4106, 4338, 4346]","[0.7061494556122314, 0.2080006862696051]"
3051,3051,"[964, 1191, 1308, 4046, 1195, 1562, 2195, 2673, 3170, 3496, 3792, 4256]","[0.8711212712165574, 0.7299879867822839]"
3052,3052,"[55, 243, 464, 567, 1655, 1663, 2456, 4959, 753, 2774, 2852, 2903, 3559, 4487, 4770, 4803, 4856]","[0.09490176872608236, 0.5688922541449958]"
3053,3053,"[1348, 1721, 2237, 2785, 212, 934, 1295, 2498, 4398]","[0.42891360720928284, 0.3095799212514254]"
3054,3054,"[47, 424, 782, 1117, 1143, 1585, 1687, 1794, 3773, 3622, 1115, 1816, 2252, 2438, 2815, 3237, 3434, 4030]","[0.14466632357237286, 0.5518801687963292]"
3055,3055,"[1011, 1147, 1932, 2526, 3516, 4358, 3121, 3862, 4333, 3201, 162, 385, 721, 1543, 2157, 3865, 4551, 4692]","[0.591348001839118, 0.4300357960587866]"
3056,3056,"[624, 798, 891, 1109, 2119, 2302, 2433, 2829, 4776, 4696, 4960, 1146, 2046, 2436, 2529, 3837, 4028, 4040, 4171, 4425, 4625, 4659, 4672]","[0.6762244419680868, 0.44104140112139756]"
3057,3057,"[594, 1598, 1987, 2721, 4115, 3211, 3368, 3687, 632, 774, 863, 2640, 3088]","[0.8590564232515334, 0.10722878875244368]"
3058,3058,"[432, 571, 1892, 2445, 4627, 497, 1433, 3059, 4310]","[0.9534585674314284, 0.4132879861339942]"
3059,3059,"[194, 1879, 1892, 2292, 2632, 2783, 2850, 2923, 3058]","[0.932246690858189, 0.40135950898811246]"
3060,3060,"[2032, 2768, 4734, 4209, 1909, 4011, 4809]","[0.9721267032694662, 0.8363173095641818]"
3061,3061,"[1421, 2643, 4197, 3448, 3733, 5, 2169, 2422, 2451, 2779, 3323, 4248]","[0.27816290426470025, 0.3844060807626237]"
3062,3062,"[1115, 1407, 1530, 1712, 3380, 4503, 232, 1436, 2716, 2722, 3005]","[0.1841355339205707, 0.5240101004119899]"
3063,3063,"[1531, 2931, 2964, 3165, 399, 503, 1745, 2217, 3223, 3430, 4635, 4853]","[0.3178812669284543, 0.19215739151526146]"
3064,3064,"[1273, 1886, 4208, 3861, 3536, 680, 1266, 1539]","[0.5250086573396308, 0.04245984732570807]"
3065,3065,"[1043, 2686, 4399, 649, 1153, 2848, 3519, 4093]","[0.2059564199112266, 0.35366320159382125]"
3066,3066,"[20, 1464, 2694, 4341]","[0.5268387925600562, 0.005314673818155202]"
3067,3067,"[93, 893, 2364, 3324, 4541, 4729, 80, 276, 685, 1442, 1934, 2366, 2607, 3178, 4509]","[0.6512784130247316, 0.10463460802823066]"
3068,3068,"[520, 678, 846, 1010, 1631, 1695, 2563]","[0.697778784543176, 0.7913909221437422]"
3069,3069,"[1682, 1689, 2801, 4277, 4033, 218, 357, 917, 1538, 3583, 4582, 4597]","[0.8533109787903317, 0.35664492612480203]"
3070,3070,"[370, 682, 882, 1858, 1984, 2285, 2516, 3143, 3543, 192, 389, 1022, 1582, 3188, 3402, 3425, 3428, 4712]","[0.468379559829885, 0.022138995189440847]"
3071,3071,"[249, 323, 342, 700, 796, 4953, 4330, 3507, 486, 2346, 3843, 4903]","[0.2686606013389804, 0.7444717496512254]"
3072,3072,"[768, 1197, 1838, 2233, 3798, 3641, 596, 732, 1958, 2073, 2174, 3076, 3890, 4429]","[0.5695361815708738, 0.773603732167339]"
3073,3073,"[1479, 3913, 3928, 233, 769, 3723]","[0.8447925745473495, 0.42531882696256773]"
3074,3074,"[242, 504, 1254, 2559, 2610, 4740, 4247, 3382, 3709, 962, 2375, 3032, 3316, 3365, 3408, 3688, 4331, 4663]","[0.762490957531127, 0.8938623294288303]"
3075,3075,"[40, 1047, 1431, 2142, 2151, 2726, 4075, 4779, 1465, 1658, 2419, 2658, 3113, 3177, 3993]","[0.6136431598161913, 0.9441637562886596]"
3076,3076,"[373, 768, 2300, 3598, 3641, 1258, 2073, 2233, 2548, 3072, 3478, 3940, 4641, 4798]","[0.560921360575637, 0.7933188909881513]"
3077,3077,"[98, 1442, 1923, 2835, 3905, 4152, 4768, 3934, 972, 1861, 2805, 3144, 3445, 4541, 4578, 4602]","[0.6895129772408124, 0.09339399989072938]"
3078,3078,"[585, 1780, 3790, 4478, 3827, 4184, 656, 1595, 1813, 2527]","[0.9026164919877533, 0.22595883892518065]"
3079,3079,"[44, 208, 1060, 1826, 2011, 2786, 4015, 4471, 466, 974, 2714, 2716, 3236, 3546]","[0.2175924366959865, 0.5605155740827454]"
3080,3080,"[848, 2219, 3131, 885, 1462, 2013, 4221]","[0.3109906768017854, 0.1522233618305594]"
3081,3081,"[244, 1269, 1971, 2023, 2177, 4867, 4107, 4573, 198, 1119, 1253, 2251]","[0.4313858490941561, 0.37797089066609746]"
3082,3082,"[186, 445, 844, 1499, 1786, 2979, 3006, 4638, 4620, 4560, 1033, 1054, 2691, 3511, 4019, 4656]","[0.9263616665417255, 0.8313242467122922]"
3083,3083,"[766, 1091, 1554, 1842, 4424, 3714, 39, 319, 1303, 1583, 2054, 3097, 3631, 4155, 4267]","[0.3754062437677169, 0.9372400937846437]"
3084,3084,"[1948, 2339, 2409, 2861, 4054, 4444, 4549, 107, 521, 686, 1527, 1636, 1769, 2082, 2636, 2794, 4076, 4200]","[0.7352703568485832, 0.339952451170887]"
3085,3085,"[134, 318, 630, 1026, 1325, 1656, 2234, 2665, 173, 1059, 1103, 2355, 4408, 4821]","[0.18282790984058372, 0.42571034017991527]"
3086,3086,"[169, 500, 1394, 2342, 4679, 4754, 246, 805, 910, 1553, 2865, 4213, 4885]","[0.5086162835395711, 0.6375275854022372]"
3087,3087,"[684, 4860, 4637, 4495, 394, 501, 1455, 1569]","[0.47670526542683855, 0.8876868714512365]"
3088,3088,"[594, 774, 1627, 4395, 3368, 309, 863, 870, 1945, 1987, 2139, 3057, 3211, 4726, 4971]","[0.8354583586614914, 0.09516381466904811]"
3089,3089,"[12, 498, 900, 3024, 4800, 3618, 4003, 3172, 3478, 4364, 3749, 368, 373, 595, 919, 1362, 1639, 2042, 2052, 2076, 2548, 2840, 3940, 4038, 4641, 4798]","[0.5575336256274988, 0.8365474264103224]"
3090,3090,"[403, 1370, 1551, 2191, 3327, 817, 1500, 1877, 2556, 4793]","[0.6678137010179502, 0.7192865520145186]"
3091,3091,"[540, 1100, 2050, 2276, 3283, 4144, 1666, 1675, 4755, 4772]","[0.2608980303187797, 0.6012575067949636]"
3092,3092,"[492, 650, 1196, 2239, 2564, 2822, 4506, 3602, 3651, 3745, 3965, 57, 212, 265, 1015, 1296, 1824, 2498, 3013, 3305, 3554, 4398]","[0.47465141542757183, 0.32466805570491564]"
3093,3093,"[26, 58, 838, 1272, 1490, 1951, 4954, 4244, 275, 4104, 4339, 4844]","[0.5053614598681522, 0.6024250148888723]"
3094,3094,"[451, 1018, 1353, 2277, 2424, 2480, 3642, 75, 563, 1084, 2410, 3552, 4108, 4510, 4722]","[0.3007481703575754, 0.9832071885839081]"
3095,3095,"[675, 1831, 1919, 3262, 154, 157, 1363, 1545, 4889]","[0.5034139720113313, 0.10801633093807927]"
3096,3096,"[389, 2281, 4712]","[0.49434531688595496, 0.024276113340110705]"
3097,3097,"[39, 1554, 1842, 4424, 3631, 319, 1303, 3083]","[0.35602728240606163, 0.9427786165209205]"
3098,3098,"[508, 857, 1088, 1648, 3378, 1846, 2384]","[0.6655097842700521, 0.010319520600015064]"
3099,3099,"[876, 957, 1034, 1506, 1947, 2425, 2808, 4458, 4026, 105, 990, 1076, 1632, 2426, 2811, 2913, 4711]","[0.5286490592681257, 0.3336818824110208]"
3100,3100,"[487, 582, 1548, 2415, 4177, 3825, 4007, 866, 2116, 2404, 3240, 4890]","[0.9932038006646432, 0.5231512181670486]"
3101,3101,"[298, 719, 2440, 4078, 1007, 1050, 1244, 1736, 3365, 4190, 4670]","[0.7331011627669174, 0.8628842831377691]"
3102,3102,"[756, 943, 2902, 4106, 3350, 3199, 199, 414, 928, 931, 1644, 2051, 2700, 4346, 4535]","[0.7096825129748523, 0.16549027185501664]"
3103,3103,"[2155, 2936, 2951, 4848, 4611, 155, 2015, 2131, 2336, 3107, 4133, 4639]","[0.14712472525261433, 0.8666962923885891]"
3104,3104,"[1126, 1467, 1534, 4653, 4952, 2491, 4919]","[0.8753102693707744, 0.7829167934682333]"
3105,3105,"[11, 21, 311, 1732, 1832, 2061, 2623, 2687, 2843, 375, 659, 691, 898, 1509, 1700, 1835, 2997, 3620, 3761, 3923, 4390]","[0.9662690010393042, 0.3099385186206456]"
3106,3106,"[1912, 2584, 4356, 4983, 3696, 917, 1376, 1423, 2705, 2965, 3657, 4597]","[0.8034866046672939, 0.342144778102096]"
3107,3107,"[1165, 1317, 1868, 2155, 2336, 4639, 4611, 155, 177, 2009, 2015, 2401, 3103, 4329, 4445]","[0.14331713717741135, 0.8869647338353931]"
3108,3108,"[1428, 2150, 4371, 3354, 4584, 118, 119, 1214, 1812, 4263, 4355, 4933]","[0.6755065803517318, 0.5090745402547536]"
3109,3109,"[3614, 4272, 3875, 511, 866, 2130, 2690, 2710]","[0.9539188859300043, 0.49881788148274986]"
3110,3110,"[728, 4665, 3271, 2512, 3549, 4902]","[0.0096736852409528, 0.4280798209563458]"
3111,3111,"[569, 706, 935, 1668, 1996, 4489, 3412, 3573, 731, 822, 985, 2168, 2363, 2583, 3294, 3315]","[0.0315179948780131, 0.9170061509735018]"
3112,3112,"[237, 395]","[0.6171081427557294, 0.9986324339610413]"
3113,3113,"[40, 912, 2151, 2419, 4075, 3177, 83, 1047, 1431, 1465, 2142, 2658, 2750, 2975, 3075, 3489]","[0.6291359969057783, 0.9680664598237843]"
3114,3114,"[536, 3720, 911, 1181]","[0.5737732223087423, 0.9944500002341639]"
3115,3115,"[335, 1078, 2069, 2392, 3980, 4812, 3592, 3, 484, 729, 1102, 1806, 2053, 2104, 3016, 3464, 4343, 4976]","[0.7828664766812586, 0.5599990779032975]"
3116,3116,"[388, 851, 903, 1070, 1093, 3162, 4874, 640, 1284, 1306, 1905, 2995, 4723, 4783]","[0.1999647881738743, 0.8125172975981629]"
3117,3117,"[277, 1720, 4357, 4149, 3329, 4888, 363, 562, 1111, 2444, 3261, 3525, 4914]","[0.1153871030799164, 0.11320559119525131]"
3118,3118,"[272, 1802, 4733, 4101, 3877, 3779, 4215]","[0.7823705237766212, 0.9637336590720001]"
3119,3119,"[447, 1685, 1973, 2081, 2319, 3037, 4323, 472, 612, 793, 1268, 1937, 4559, 4857]","[0.50850815601644, 0.7589503263372016]"
3120,3120,"[1291, 1365, 2772, 3646, 4010, 4377, 4643, 3244, 33, 164, 1930, 2057, 2784]","[0.4278284476979304, 0.9141203791237366]"
3121,3121,"[1147, 1932, 2157, 2526, 3055, 4358, 4333, 3201, 3862, 3516, 162, 385, 467, 856, 1011, 1543, 3149, 3865, 4551, 4692]","[0.5908482465616304, 0.42767682085282155]"
3122,3122,"[804, 1507, 1776, 2567, 2683, 3961, 4301, 386, 517, 1953, 2836, 2917, 3535, 4709, 4750, 4751, 4807]","[0.8095738567021838, 0.16025529913093906]"
3123,3123,"[70, 1542, 2161, 3264, 4721, 96, 770]","[0.008897596778004946, 0.674467873603521]"
3124,3124,"[1895, 2003, 3695, 215]","[0.5824539889085157, 0.6252741580897682]"
3125,3125,"[226, 1104, 3132, 3615, 1069, 1134, 1501, 2560, 2854]","[0.10586677394608868, 0.45480451877142214]"
3126,3126,"[175, 610, 953, 2633, 2706, 3472, 4086, 4394, 762, 1719, 2007, 2702, 4210, 4546, 4886]","[0.20394297532060746, 0.9270973311277745]"
3127,3127,"[459, 1591, 2134, 2767, 3857, 3505, 3894, 70, 770, 896, 3690, 3739, 4134]","[0.01979854386337243, 0.7167334536660822]"
3128,3128,"[130, 733, 1883, 2196, 2504, 2668, 4942, 3263, 583, 2350, 3028, 3467, 4031, 4748, 4893]","[0.9296538553640972, 0.9566375525561455]"
3129,3129,"[709, 1443, 1473, 4826, 113, 579, 881, 3168, 4034]","[0.2469969935572992, 0.5186694202241413]"
3130,3130,"[621, 3658, 987, 995, 2489, 3450]","[0.1925123921094356, 0.7673789642787311]"
3131,3131,"[848, 1462, 2219, 3080, 4221, 885, 2013, 2455]","[0.32229359407820124, 0.15018548617176775]"
3132,3132,"[226, 444, 1104, 1501, 2854, 3125, 3615, 1069, 1130, 1134, 2508, 2560, 4946]","[0.09808267314093322, 0.457730594635572]"
3133,3133,[],"[0.8516989059479971, 0.3995740792662644]"
3134,3134,"[2570, 2992]","[0.1753246531385848, 0.9821621750321866]"
3135,3135,"[920, 1380, 1634, 3233, 4131, 3707, 3385, 4189, 2297]","[0.07298259391690898, 0.05616194376501216]"
3136,3136,"[241, 4087, 111, 173, 2408, 2935, 4077, 4347]","[0.21863989407277762, 0.42362070669157303]"
3137,3137,"[279, 295, 771, 1120, 1202, 2644, 2757, 2849, 2949, 3035, 3766, 908, 963, 1203, 1395, 1517, 1552, 1602, 1913, 2126, 2214, 2734, 3803, 3992, 4618, 4697, 4836]","[0.3736754003618672, 0.11058200243194849]"
3138,3138,"[391, 1053, 1215, 2378, 4508, 3198, 1401, 2758, 2880]","[0.9373661375014425, 0.738154706812876]"
3139,3139,"[4, 376, 1986, 4994, 3815, 3941, 3300, 202, 525, 556, 716, 1122, 2606, 2619, 3426, 3595, 3708]","[0.8112562163583092, 0.6789138963127114]"
3140,3140,"[1262, 1264, 1267, 1570, 1589, 2708, 4252, 4563, 4802, 3606, 440, 496, 1024, 1651, 2335, 2629, 2649, 2969, 2988, 3381, 3678, 3740, 4289]","[0.6263686682728091, 0.26213438260848154]"
3141,3141,"[54, 837, 2663, 2679, 4957, 3956, 3314, 200, 264, 534, 535, 1960, 3831, 4021, 4955, 4974]","[0.13792046970130123, 0.23647629448047813]"
3142,3142,"[209, 1182, 1388, 2430, 3343, 2485, 3020, 4440]","[0.700561710079048, 0.3076486672446419]"
3143,3143,"[192, 370, 682, 882, 1858, 2285, 3070, 4712, 3188, 3543, 389, 1022, 1582, 1984, 2201, 2281, 2516, 3402, 3425]","[0.4645833620311637, 0.03433555131526278]"
3144,3144,"[1571, 3905, 4152, 3445, 4768, 4578, 4309, 3934, 98, 1128, 1366, 1442, 1829, 1861, 2383, 2835, 3077, 3399, 4137]","[0.7125530504059497, 0.10975342909952479]"
3145,3145,"[133, 1175, 1396, 3359, 3304, 269, 1082, 1289, 1809, 2000, 2059, 2823, 3156, 3854, 4135, 4699]","[0.7732815508931503, 0.8046037727572914]"
3146,3146,"[1358, 4104, 4339, 3473, 435, 838, 1272, 1416, 1951, 2176, 4844]","[0.530774526959813, 0.5749217200166055]"
3147,3147,"[2045, 3436, 4553, 3763, 4222, 251, 1461, 1516, 1601, 1705, 2074, 2522]","[0.5249968023812125, 0.2650523840053235]"
3148,3148,"[332, 448, 643, 743, 1642, 1848, 2421, 2858, 3547, 4490, 148, 200, 477, 2156, 2541, 3308, 3813]","[0.1817614302123518, 0.20471969139006874]"
3149,3149,"[1932, 2157, 4749, 467, 667, 856, 1110, 1723, 3121, 3516, 4333, 4358]","[0.5642314045851241, 0.4244187340249834]"
3150,3150,"[247, 1718, 2254, 3730, 4995, 325, 1495, 3924, 3969]","[0.4296327387939104, 0.991077131883176]"
3151,3151,"[4044, 4000, 4233, 87, 255, 2547, 2573]","[0.4342799958166863, 0.7690142742675133]"
3152,3152,"[1163, 1227, 1271, 2274, 2813, 4596, 357, 1132, 1974, 2530, 3001, 3189, 3498, 4460]","[0.8876744067377498, 0.328883967219339]"
3153,3153,"[541, 1917, 2404, 3975, 3879, 723, 859, 1249, 3281, 3825, 3987]","[0.996829852771409, 0.5673050229523429]"
3154,3154,"[475, 1487, 2284, 3276, 50, 3171]","[0.6730588853374868, 0.7759423353479045]"
3155,3155,"[73, 1595, 2228, 4516, 415, 2554, 2787, 3790, 4300, 4614]","[0.9348098182850167, 0.2433250140008476]"
3156,3156,"[1175, 1289, 1396, 4601, 3854, 13, 1244, 1435, 2059, 3145, 3359]","[0.7593052860915317, 0.8309155850134936]"
3157,3157,"[129, 2659, 3328, 4675, 3699, 3964, 4652, 220, 303, 1302, 1405, 1740, 4156, 4801]","[0.377293286809812, 0.6755373857280271]"
3158,3158,"[92, 1231, 1512, 2352, 3363, 4708, 525, 556, 716, 1122, 1157, 1304, 1562, 2195, 2796, 2877, 4476]","[0.8215793658292864, 0.7275954721922934]"
3159,3159,"[330, 914, 1076, 2269, 2353, 2811, 2913, 4711, 4224, 4069, 265, 1015, 1034, 1322, 1525, 2074, 3763, 4026, 4483]","[0.5079912664138779, 0.30088606069065627]"
3160,3160,"[10, 1057, 1636, 2094, 2417, 4437, 356, 1769, 3508, 3616, 4444, 4633, 4968]","[0.6973364655699928, 0.36093988923560627]"
3161,3161,"[110, 559, 1096, 1261, 1432, 2060, 4420, 727, 799, 1452, 1454, 2678, 3689, 3949, 4172, 4389]","[0.5146395630534548, 0.9342967011759665]"
3162,3162,"[388, 851, 903, 1093, 2961, 3116, 3958, 4723, 1070, 1284, 1306, 1905, 4874]","[0.18355411393332322, 0.8067878839191996]"
3163,3163,"[283, 1811, 2793, 2871, 3260, 361, 887, 1235, 1279, 1697, 1770, 4642]","[0.4035078495162646, 0.6269575346521552]"
3164,3164,"[441, 1307, 2901, 4081, 3521, 4321, 1066, 2536, 2972, 4701]","[0.22285522479870756, 0.010776091651838016]"
3165,3165,"[503, 1531, 2217, 2931, 3063, 4635, 603, 1745, 3238]","[0.3189488863705945, 0.1803959289557141]"
3166,3166,"[2137, 2225, 3460, 4073, 261, 1749, 2678, 3433, 3960, 4168, 1640]","[0.5092038710252849, 0.9960482467014765]"
3167,3167,"[843, 933, 1557, 4234, 977, 1920, 3608]","[0.45404101584156076, 0.17329905793114686]"
3168,3168,"[372, 709, 1427, 2358, 2695, 2820, 4039, 4034, 461, 948, 1473, 1880, 2160, 2396, 2842, 3129, 4235]","[0.2771673446585493, 0.5283912664021185]"
3169,3169,"[53, 316, 1299, 1691, 2751, 4872, 585, 1035, 1754, 2591, 3679, 4454, 4568]","[0.9078460183488736, 0.19335301020179063]"
3170,3170,"[897, 964, 1191, 2673, 4256, 3792, 853, 1195, 1260, 1308, 2880, 3051, 3455]","[0.889626950866663, 0.7403283932765192]"
3171,3171,"[207, 280, 1906, 3570, 3276, 4472, 4793, 3783, 29, 1487, 1500, 1551, 1877, 2284, 2556, 3154]","[0.6888844249351194, 0.7587032206127623]"
3172,3172,"[12, 498, 900, 1362, 1639, 2042, 2052, 3089, 4038, 3618, 4800, 368, 905, 919, 1911, 2076, 2548, 2684, 2840, 2912, 3024, 3478, 3512, 3749, 4003, 4364]","[0.5494649861320344, 0.8498846663551168]"
3173,3173,"[836, 2490, 2540, 2613, 3036, 3926, 956, 1650, 2229, 2240]","[0.506640593220964, 0.5007315243389918]"
3174,3174,"[1300, 2454, 4258, 3373, 680, 4143, 4795]","[0.560066616638682, 0.02490595575744259]"
3175,3175,"[361, 671, 1235, 1559, 1811, 3475, 3776, 89, 211, 283, 378, 1471, 1770, 2043, 2637, 2871, 3260, 3703, 4441, 4533, 4677]","[0.3835433409047333, 0.6137520870092174]"
3176,3176,"[515, 1751, 2124, 2468, 2807, 4088, 3612, 3228, 3407, 4029, 425, 519, 892, 1067, 2531, 3180, 3230, 3250, 3280, 3665, 4193, 4231, 4814]","[0.35526343928142046, 0.48035653385170574]"
3177,3177,"[40, 912, 1047, 2151, 2419, 3113, 4075, 83, 1431, 1465, 2142, 2658, 2726, 2750, 2975, 3075]","[0.6269560238113199, 0.9627026416121697]"
3178,3178,"[93, 276, 4311, 3785, 4509, 3468, 3324, 122, 893, 998, 1282, 1742, 1970, 3067, 3870, 4950]","[0.6242862953353447, 0.10143115994357577]"
3179,3179,"[1178, 4387, 380, 1286, 2588, 4242]","[0.2597019444870622, 0.13218400877917857]"
3180,3180,"[425, 515, 2124, 2807, 3612, 4029, 3250, 4088, 3280, 64, 519, 1247, 1751, 2468, 2594, 3176, 3407, 4814]","[0.3709771937205645, 0.46606560883198545]"
